"ISO","Language","Family","Area","H","H_unigram","L2prop","MC","NumChap","Population","Rangesize","vehicularity","ethnologue_L2_users","used_as_L2_by","notes"
"dts","Toro So Dogon","Niger-Congo","African-Savannah",1.54441905021667,8.70903491973877,0,NA,NA,50000,1473.689232,0,FALSE,NA,""
"dua","Duala","Niger-Congo","African-Savannah",NA,NA,NA,0,1,87700,1712.423572,1,FALSE,"bwt:bqz:bbx:szv:mzd:bri",""
"duc","Duna","Trans-New-Guinea","Interior-New-Guinea",NA,NA,0,0.5,6,11000,2086.09754,0,FALSE,"boq:ham",""
"dud","Hun-Saare","Niger-Congo","African-Savannah",NA,NA,0,0.142857149243355,7,73000,4163.612875,0,FALSE,"tvd",""
"duf","Dumbea","Austronesian","Oceania",NA,NA,0,0.5,2,950,1914.14664,0,FALSE,NA,""
"dug","Duruma","Niger-Congo","",1.59151148796082,9.95061492919922,0,NA,NA,247000,4222.972837,0,FALSE,"dig",""
"duo","Dupaninan Agta","Austronesian","Oceania",NA,NA,0,0,2,1200,3535.695911,0,FALSE,NA,""
"dur","Dii","Niger-Congo","African-Savannah",1.52911734580994,8.2050256729126,0,NA,NA,47000,12943.18516,0,FALSE,NA,""
"dus","Dumi","Sino-Tibetan","Indic",NA,NA,0,0.666666686534882,9,2000,38.95990266,0,FALSE,NA,""
"duu","Drung","Sino-Tibetan","Southeast-Asia",NA,NA,0,0.333333343267441,3,14000,4199.471188,0,FALSE,NA,""
"dww","Dawawa","Austronesian","",1.34146869182587,8.5277624130249,0,NA,NA,2500,250.232872,0,FALSE,"kqf",""
"dyi","Djimini Senoufo","Niger-Congo","African-Savannah",1.37676703929901,7.69885444641113,0,NA,NA,95500,9798.417366,0,FALSE,NA,""
"dyo","Jola-Fonyi","Niger-Congo","African-Savannah",1.56052207946777,9.83490657806397,0,0.588768124580383,23,407000,7197.601858,0,FALSE,"bqj:gsl:krx:cwt:knf:mlo:fuc",""
"dyu","Jula","Niger-Congo","African-Savannah",1.52129232883453,7.87692451477051,0.823161959648132,NA,NA,1179000,10519.95169,1,TRUE,"abi:abr:any:ati:nhb:sef:dnj:dyi:ggu:moa:nwb:lor:ted:neb:wan:gxx:wec:yre",""
"dyy","Dyaabugay","Australian","N-Australia",NA,NA,0,0.694444417953491,6,3,649.5102527,0,FALSE,NA,""
"dzg","Dazaga","Nilo-Saharan","African-Savannah",NA,NA,NA,0.545454561710358,11,381000,504454.6063,1,FALSE,"tuq",""
"efi","Efik","Niger-Congo","African-Savannah",1.55963397026062,8.72897243499756,0.831510961055756,0.666666686534882,3,400000,1967.5157,1,TRUE,"anw:ofu:eke:ibb:ibn:kkm:krp:ndd:orx",""
"ega","Ega","Niger-Congo","African-Savannah",NA,NA,0,0,1,2500,15.98627752,0,FALSE,NA,""
"eip","Eipomek","Trans-New-Guinea","Interior-New-Guinea",NA,NA,0,0.714285731315613,7,3000,671.3625451,0,FALSE,NA,""
"eka","Ekajuk","Niger-Congo","",1.49642610549927,8.57670116424561,0,NA,NA,30000,465.8911085,0,FALSE,"abm:ofu:isi",""
"ekg","Ekari","Trans-New-Guinea","Interior-New-Guinea",NA,NA,0,0.713203489780426,11,100000,12236.46089,0,FALSE,NA,""
"eko","Koti","Niger-Congo","S-Africa",NA,10.2932233810425,0,1,1,77000,657.402754,0,FALSE,NA,""
"eky","Eastern Kayah","Sino-Tibetan","Southeast-Asia",NA,NA,0,0.14322917163372,16,18000,283.075263,0,FALSE,NA,""
"ell","Greek","Indo-European","Europe",1.7577018737793,9.22104549407959,0.004339719191194,0.451913267374039,28,11792480,139927.6003,1,TRUE,NA,""
"eme","Emerillon","Tupian","NE-South-America",NA,NA,0,1,7,400,513.7524675,0,FALSE,"oym",""
"emi","Mussau-Emira","Austronesian","N-Coast-New-Guinea",1.29259097576141,8.35997772216797,0,0.142857149243355,7,5000,388.602898,0,FALSE,"tns",""
"emp","Northern Emberá","Chocoan","Andean",1.39286649227142,9.92122745513916,0,1,8,60200,26867.00937,0,FALSE,NA,"Lang Use section reads as if there are a few L2 speakers"
"enb","Endo","Nilo-Saharan","S-Africa",1.40386879444122,9.63394641876221,0,NA,NA,161000,2627.087483,0,FALSE,NA,""
"eng","English","Indo-European","Europe",1.63169872760773,8.36774635314941,0.621808588504791,0.329251706600189,28,492481870,13989408.63,1,TRUE,NA,""
"enh","Tundra Enets","Uralic","Inner-Asia",NA,NA,0,0.857142865657806,7,10,2931.214618,0,FALSE,NA,""
"enn","Engenni","Niger-Congo","African-Savannah",NA,NA,0,0.291666656732559,12,20000,193.5066095,0,FALSE,NA,""
"eno","Enggano","Unclassified","Southeast-Asia",NA,NA,0,0.714285731315613,7,1500,400.0589831,0,FALSE,NA,""
"erg","Sie","Austronesian","Oceania",NA,NA,0,0.688888907432556,9,1900,735.8166496,0,FALSE,NA,""
"erk","South Efate","Austronesian","Oceania",NA,NA,0,0.600000023841858,5,6000,682.6823606,0,FALSE,"etn:lpa:mxe",""
"ese","Ese Ejja","Tacanan","NE-South-America",1.20002543926239,8.66879272460938,0,0.125,8,1770,5442.817106,0,FALSE,NA,""
"esi","North Alaskan Inupiatun","Eskimo-Aleut","",1.68372893333435,11.9094190597534,0,NA,NA,6420,54302.88602,0,FALSE,NA,""
"esk","Northwest Alaska Inupiatun","Eskimo-Aleut","Alaska-Oregon",1.74223864078522,12.5172567367554,0,NA,NA,2420,116340.0538,0,FALSE,NA,""
"ess","Central Siberian Yupik","Eskimo-Aleut","N-Coast-Asia",NA,NA,0,1,2,1130,6548.553779,0,FALSE,NA,""
"esu","Central Yupik","Eskimo-Aleut","Alaska-Oregon",NA,NA,0,0.8045454621315,22,16900,127591.7769,0,FALSE,NA,""
"etr","Edolo","Trans-New-Guinea","Interior-New-Guinea",1.31436598300934,9.66268348693848,0,NA,NA,1670,470.8302233,0,FALSE,"onn",""
"eus","Basque","Language-isolate","Europe",1.68391287326813,10.3480634689331,NA,0.6474489569664,28,656200,16420.12479,1,FALSE,NA,""
"eve","Even","Altaic","Inner-Asia",NA,NA,0,0.666666686534882,9,7170,57012.37435,0,FALSE,"ckt:ykg:yux",""
"evn","Evenki","Altaic","Inner-Asia",NA,NA,0,0.74770724773407,27,27580,489069.3395,0,FALSE,"dta:orh",""
"ewe","Éwé","Niger-Congo","African-Savannah",1.71694827079773,8.89635753631592,0.10674636811018,0.38506942987442,24,3112000,16400.96273,1,TRUE,"kpo:avn:lgq:nmz:nko:nyb:lip:snw:tcd:bov",""
"ewo","Ewondo","Niger-Congo","African-Savannah",NA,NA,NA,0.444444447755814,9,578000,50801.96222,1,FALSE,"ekm:gmm:gyi:mct:mmu:mgg:baf:yav",""
"faa","Fasu","Trans-New-Guinea","Interior-New-Guinea",1.21966397762299,9.54680347442627,0,1,4,1200,2454.723071,0,FALSE,"khs",""
"fai","Faiwol","Trans-New-Guinea","",1.49936437606812,9.19514942169189,0,NA,NA,4500,3337.745541,0,FALSE,"nxr:tif",""
"fal","South Fali","Niger-Congo","",1.60535383224487,8.25111389160156,0,NA,NA,20000,918.6637347,0,FALSE,NA,""
"fao","Faroese","Indo-European","Europe",1.69166731834412,9.25467014312744,NA,0.333333343267441,3,48200,1415.345395,1,FALSE,NA,""
"ffm","Maasina Fulfulde","Niger-Congo","African-Savannah",1.72416615486145,9.41869831085205,0,NA,NA,1001200,281981.0494,0,FALSE,"dti:dbw:dgb:boo:boz",""
"fij","Fijian","Austronesian","Oceania",1.40236508846283,7.40920257568359,0.485429525375366,0.279190480709076,25,333440,11608.71367,0,TRUE,NA,""
"fin","Finnish","Uralic","Inner-Asia",1.7202091217041,10.4171133041382,0.047842007130385,0.477014660835266,26,4739460,309002.851,1,TRUE,NA,""
"fla","Kalispel-Pend D'oreille","Salish","Basin-and-Plains",NA,NA,0,0.574999988079071,10,64,1742.129749,0,FALSE,NA,""
"fon","Fon","Niger-Congo","African-Savannah",1.61293792724609,7.77579116821289,NA,0.200000002980232,5,1435500,5481.270542,1,FALSE,"aug:ayb:cib:gbx:idd:ijj:gbs:guw:kqk:mxl:sxw:bqa:tfi:wem:xwl:xwe",""
"for","Fore","Trans-New-Guinea","Interior-New-Guinea",1.43918526172638,10.4025888442993,0,0.800000011920929,5,17000,674.2862924,0,FALSE,NA,""
"fqs","Fas","Fas","N-Coast-New-Guinea",NA,NA,0,0.600000023841858,5,2500,2017.13295,0,FALSE,NA,""
"fra","French","Indo-European","Europe",1.69913911819458,9.09375953674316,0.668543875217438,0.434111714363098,26,65458630,915749.3821,1,TRUE,NA,""
"frs","Eastern Frisian","Indo-European","Europe",NA,NA,0,0.150000005960464,5,2000,123.4214576,0,FALSE,"stq",""
"fry","Western Frisian","Indo-European","Europe",1.6801700592041,8.4726448059082,NA,0.125,1,467000,3031.221507,1,FALSE,NA,""
"fub","Adamawa Fulfulde","Niger-Congo","African-Savannah",1.69940674304962,9.17515277862549,NA,0.7890625,16,8518000,80432.94098,1,FALSE,"bhs:cuv:dmm:dow:dme:gou:gmm:gid:kmp:jim:kzr:mcs:xmd:mdd:mfj:hna:mif:mlw:mru:muy:gke:ndr:fll:pmn:pnz:swq:sgi:tsh:mlr:mfi:www:udl:gnd",""
"fud","East Futuna","Austronesian","Oceania",NA,NA,0,0.125,2,3600,92.10220836,0,FALSE,NA,""
"fuf","Pular","Niger-Congo","African-Savannah",1.66760647296906,9.00451278686523,NA,1,1,2601200,78137.74986,1,FALSE,"kke",""
"fuh","Western Niger Fulfulde","Niger-Congo","African-Savannah",1.71077144145966,9.47372245788574,0,NA,NA,1230000,98569.2812,0,FALSE,NA,""
"fun","Fulniô","Language-isolate","NE-South-America",NA,NA,0,1,6,2930,1407.25511,0,FALSE,NA,""
"fut","Futuna-Aniwa","Austronesian","Oceania",NA,NA,0,0.181818187236786,11,1500,18.06794913,0,FALSE,NA,""
"fuu","Furu","Nilo-Saharan","S-Africa",NA,NA,0,0.571428596973419,7,16000,3306.022594,0,FALSE,NA,""
"fuv","Nigerian Fulfulde","Niger-Congo","African-Savannah",1.65407025814056,9.14830493927002,NA,NA,NA,1710000,14896.4106,1,FALSE,"bcn:yun:bil:bus:bvh:kna:dbm:fli:gqa:gde:juh:hwo:jaf:jib:ldl:kdx:ckl:pbn:ksm:lla:lns:lnu:moi:mbu:ver:ndr:ngw:mzk:hbb:muo:pfe:cla:ccg:bcv:syk:tdo:tvd:vem:wja:ynq:zua",""
"fvr","Fur","Nilo-Saharan","African-Savannah",NA,NA,0,0.594444453716278,15,501800,112631.7269,0,FALSE,NA,""
"gaa","Ga","Niger-Congo","African-Savannah",1.63214588165283,8.48653888702393,0,0.5,6,600000,1675.615163,0,FALSE,"nmz",""
"gae","Guarequena","Maipurean","NE-South-America",NA,NA,0,0.818181812763214,11,500,25973.86605,0,FALSE,NA,""
"gag","Gagauz","Altaic","Europe",1.81366682052612,10.4607076644897,0,1,1,150000,3239.033494,0,FALSE,NA,"""89% speak it as L1"" --> 11% speak it as L2?"
"gah","Alekano","Trans-New-Guinea","Interior-New-Guinea",1.46058595180511,9.82432174682617,0,1,10,25000,257.3404537,0,FALSE,"zuh",""
"gaj","Gadsup","Trans-New-Guinea","Interior-New-Guinea",NA,NA,0,0.857142865657806,7,22100,391.4119446,0,FALSE,"kyy",""
"gam","Kandawo","Trans-New-Guinea","",1.38265991210938,7.90731620788574,0,NA,NA,4000,203.7487533,0,FALSE,NA,""
"gaw","Nobonob","Trans-New-Guinea","",1.33825969696045,8.39626026153564,0,NA,NA,5000,220.1766465,0,FALSE,"fad",""
"gbd","Karadjeri","Australian","N-Australia",NA,NA,0,0.75,4,12,11798.70635,0,FALSE,NA,""
"gbi","Galela","West-Papuan","Oceania",1.44018089771271,8.11023426055908,0,0.25,1,79000,4593.216553,0,FALSE,NA,""
"gbo","Northern Grebo","Niger-Congo","",1.68355119228363,8.81101703643799,0,NA,NA,84500,7332.493262,0,FALSE,NA,""
"gbp","Gbaya-Bossangoa","Niger-Congo","African-Savannah",NA,NA,0,0.5,9,200000,7936.278857,0,FALSE,NA,""
"gbr","Gbagyi","Niger-Congo","",NA,NA,0,0.04166666790843,6,700000,17362.05229,0,FALSE,NA,""
"gbu","Gagadu","Australian","N-Australia",NA,NA,0,0.583333313465118,6,6,1112.957277,0,FALSE,NA,"Population of 1"
"gdb","Pottangi Ollar Gadaba","Dravidian","Indic",NA,NA,0,1,1,15000,384.3177963,0,FALSE,NA,""
"gde","Gude","Afro-Asiatic","African-Savannah",1.44018745422363,8.52637004852295,0,0.533333361148834,10,96000,566.8988216,0,FALSE,"fli",""
"gdm","Laal","Unclassified","African-Savannah",NA,NA,0,0.5,8,750,131.2551548,0,FALSE,NA,""
"gdn","Umanakaina","Trans-New-Guinea","",1.18730580806732,8.29910182952881,0,NA,NA,2400,500.1829268,0,FALSE,NA,""
"gdo","Ghodoberi","North-Caucasian","Greater-Mesopotamia",NA,NA,0,0.804166674613953,8,3000,32.9633494,0,FALSE,NA,""
"gdq","Mehri","Afro-Asiatic","Greater-Mesopotamia",NA,NA,0,0.530303001403809,11,121400,120798.8793,0,FALSE,NA,""
"gdr","Wipi","Eastern-Trans-Fly","",1.46404600143433,8.7918586730957,0,NA,NA,3500,2576.684803,0,FALSE,NA,""
"geb","Kire","Ramu-Lower-Sepik","N-Coast-New-Guinea",1.26111745834351,8.34293460845947,0,1,1,2420,147.5160717,0,FALSE,NA,""
"gej","Gen","Niger-Congo","",1.62478351593018,8.19809055328369,NA,NA,NA,327000,180.5832071,1,FALSE,"aug:ajg:keu:ayg:kef:xwl",""
"gey","Enya","Niger-Congo","S-Africa",NA,NA,0,1,2,15000,1035.607201,0,FALSE,NA,""
"gfk","Patpatar","Austronesian","N-Coast-New-Guinea",1.31951093673706,7.74585103988647,0,NA,NA,7000,604.4937786,0,FALSE,NA,""
"gge","Guragone","Australian","N-Australia",NA,NA,0,0.722222208976746,3,20,1028.137715,0,FALSE,NA,""
"ggw","Gogodala","Trans-New-Guinea","S-New-Guinea",NA,NA,0,1,2,22000,2867.731419,0,FALSE,"aac:dby:dol:xla:tsx:knv:tqm:wrv",""
"ghs","Guhu-Samane","Trans-New-Guinea","S-New-Guinea",1.47157680988312,9.57139873504639,0,0.75,4,12800,1318.471775,0,FALSE,NA,""
"gil","Kiribati","Austronesian","Oceania",1.41706717014313,7.736741065979,NA,0.458333343267441,19,66110,1037.244828,1,FALSE,NA,""
"git","Gitxsan","Tsimshian","Alaska-Oregon",NA,NA,0,0.666666686534882,3,1330,170.226174,0,FALSE,NA,"more semi speakers than L1 speakers; taught in University of Northern British Columbia --> L2-speakers?"
"giz","South Giziga","Afro-Asiatic","",1.57914197444916,8.49931716918945,0,0.5,2,60000,1301.88525,0,FALSE,"gid",""
"gju","Gujari","Indo-European","Indic",NA,NA,0,1,2,990000,6229.709786,0,FALSE,NA,""
"gkn","Gokana","Niger-Congo","African-Savannah",1.58226919174194,8.0921106338501,0,0.222222223877907,9,100000,87.86426913,0,FALSE,"elm:ogo:tkq",""
"gkp","Guinea Kpelle","Niger-Congo","",1.70058476924896,8.83855438232422,0,NA,NA,308000,6437.473613,0,FALSE,NA,""
"gla","Scottish Gaelic","Indo-European","Europe",1.60049796104431,8.48280620574951,NA,0.400000005960465,11,58700,14391.24275,1,FALSE,NA,"Population: 57,400 (2011 census). Over 87,000 people with any Gaelic language skills (2011 census)."
"gld","Nanai","Altaic","N-Coast-Asia",NA,NA,0,0.5,1,3902,14741.63852,0,FALSE,NA,""
"gle","Irish Gaelic","Indo-European","Europe",1.68441152572632,9.10033988952637,0.856208384037018,0.384920626878738,21,260000,4524.676412,1,TRUE,NA,""
"glg","Galician","Indo-European","Europe",NA,NA,NA,1,1,3185000,36502.37389,1,FALSE,NA,""
"glk","Gilaki","Indo-European","Greater-Mesopotamia",NA,8.93082141876221,0,0.5,4,3270000,6572.744526,0,FALSE,NA,""
"glu","Gula","Nilo-Saharan","African-Savannah",NA,NA,0,0.16666667163372,6,10300,645.8746051,0,FALSE,"glj",""
"gmm","Gbaya-Mbodomo","Niger-Congo","",NA,NA,0,0.600000023841858,5,20000,12416.1898,0,FALSE,NA,""
"gnd","Zulgo-Gemzek","Afro-Asiatic","",1.28921544551849,7.42796087265015,0,NA,NA,26000,176.2914297,0,FALSE,NA,""
"gng","Ngangam","Niger-Congo","",1.51172125339508,8.15847587585449,0,NA,NA,66000,1844.942122,0,FALSE,NA,""
"gni","Gooniyandi","Australian","N-Australia",NA,NA,0,0.620496869087219,23,100,5706.873026,0,FALSE,NA,""
"gnn","Gumatj","Australian","N-Australia",1.22407793998718,9.49645042419434,0,1,1,300,143.565439,0,FALSE,"dax:guf",""
"gnw","Western Bolivian Guaraní","Tupian","",1.26183044910431,7.93513154983521,0,NA,NA,7000,19088.32365,0,FALSE,NA,""
"god","Godié","Niger-Congo","African-Savannah",NA,NA,0,0.800000011920929,1,26400,5570.040171,0,FALSE,NA,""
"gog","Gogo","Niger-Congo","",1.5310605764389,9.96396255493164,0,NA,NA,1440000,37274.57643,0,FALSE,NA,""
"gol","Gola","Niger-Congo","African-Savannah",NA,NA,0,1,1,107300,8511.056344,0,FALSE,"vai",""
"gor","Gorontalo","Austronesian","Oceania",1.39927113056183,9.43089389801025,0,NA,NA,900000,6736.15745,0,FALSE,NA,""
"gpn","Taiap","Language-isolate","N-Coast-New-Guinea",NA,NA,0,0.699999988079071,2,80,69.27175348,0,FALSE,NA,""
"gqa","Ga'anda","Afro-Asiatic","African-Savannah",NA,NA,0,1,3,43000,257.640635,0,FALSE,"hwo:lla:moi",""
"grj","Southern Grebo","Niger-Congo","",NA,NA,0,0.465190470218658,25,61600,1105.723555,0,FALSE,NA,"also spoken in cote d'ivoir"
"grt","Garo","Sino-Tibetan","Indic",1.51427018642426,10.2948179244995,NA,0.65191513299942,23,900000,13429.8449,1,FALSE,"aot:haj:kdq:lyg:rah:ruh",""
"gru","Kistane","Afro-Asiatic","Greater-Abyssinia",NA,NA,0.19175910949707,1,3,255000,1020.879648,0,TRUE,NA,""
"gso","Gbaya, Southwest","Niger-Congo","",1.49572515487671,7.70201969146729,0,NA,NA,220000,20558.65459,0,FALSE,"kkj",""
"gta","Guató","Language-isolate","NE-South-America",NA,NA,0,1,1,40,2707.734979,0,FALSE,NA,"population of 4"
"gub","Guajajára","Tupian","NE-South-America",1.2576242685318,8.12296295166016,0,0.600000023841858,5,15000,55698.99164,0,FALSE,NA,""
"guc","Wayuu","Maipurean","NE-South-America",1.26877307891846,9.41792106628418,0,0.833333313465118,6,305000,32700.32631,0,FALSE,NA,""
"gud","Yocoboué Dida","Niger-Congo","",1.4954993724823,8.33964538574219,0,NA,NA,102000,3062.745892,0,FALSE,NA,""
"guh","Guahibo","Guajiboan","NE-South-America",1.11252617835999,9.93764877319336,0,NA,NA,34200,113026.5326,0,FALSE,NA,""
"gui","Eastern Bolivian Guaraní","Tupian","SE-South-America",1.25685167312622,7.93714141845703,0,0.75,1,51230,46866.15784,0,FALSE,NA,""
"guj","Gujarati","Indo-European","Indic",1.77393925189972,10.264479637146,NA,0.571428596973419,7,45544800,121962.4685,1,FALSE,"gas:cdi:dhn:dho:idb:kfr:gra:ssi:vav",""
"guk","Gumuz","Nilo-Saharan","Greater-Abyssinia",2.16132116317749,10.4545049667358,0.019607843831182,0.78125,8,160000,37281.69059,0,TRUE,NA,""
"gul","Sea Island Creole English","Creole","",1.53173077106476,7.6727032661438,0,NA,NA,250000,73046.062,0,FALSE,NA,""
"gum","Guambiano","Paezan","Andean",1.38843297958374,10.2891721725464,0,NA,NA,23500,1215.335479,0,FALSE,NA,""
"gun","Mbyá Guaraní","Tupian","SE-South-America",1.47074723243713,8.48177242279053,0,NA,NA,25400,52559.8449,0,FALSE,NA,""
"guo","Guayabero","Guajiboan","NE-South-America",1.29142010211945,9.59048175811768,0,NA,NA,2000,5929.951436,0,FALSE,NA,""
"gup","Gunwinggu","Australian","N-Australia",NA,NA,0,0.594444453716278,12,1410,9854.617979,0,FALSE,"ngk:djj:gge:mph:rmb",""
"guq","Aché","Tupian","SE-South-America",1.4526538848877,8.64097595214844,0,NA,NA,1360,3574.179428,0,FALSE,NA,""
"gur","Farefare","Niger-Congo","African-Savannah",1.5013644695282,7.78778743743897,NA,NA,NA,845100,3332.359859,1,FALSE,"maw",""
"guw","Gun","Niger-Congo","African-Savannah",1.64411866664886,8.24808406829834,0,NA,NA,579000,1221.173978,0,FALSE,"gbh:gbx:kqk:tfi",""
"gux","Gourmanchéma","Niger-Congo","African-Savannah",1.46939504146576,7.79452323913574,0,NA,NA,813000,62941.79597,0,FALSE,NA,""
"guz","Gusii","Niger-Congo","S-Africa",1.63785636425018,11.0048484802246,0.184822380542755,1,1,2120000,2267.069759,0,TRUE,"kuj",""
"gvc","Guanano","Tucanoan","NE-South-America",1.38564896583557,9.18211364746094,0,NA,NA,850,1436.226447,0,FALSE,NA,""
"gvf","Golin","Trans-New-Guinea","Interior-New-Guinea",1.27468752861023,8.29836273193359,0,0.555555582046509,9,51100,932.2001643,0,FALSE,NA,""
"gvl","Gulay","Nilo-Saharan","",1.46882951259613,8.3063850402832,0,NA,NA,163000,3546.038437,0,FALSE,NA,""
"gvn","Kuku-Yalanji","Australian","N-Australia",1.27912998199463,9.59283542633057,0,0.560606062412262,11,240,5368.365215,0,FALSE,NA,"""children are learning it"" --> not clear if as L1 or L2?"
"gvo","Gavião do Jiparaná","Tupian","NE-South-America",NA,NA,0,0.5,2,470,911.5080984,0,FALSE,NA,""
"gvs","Gumawana","Austronesian","S-New-Guinea",NA,NA,0,0.545454561710358,11,470,23.3277363,0,FALSE,NA,""
"gwd","Gawwada","Afro-Asiatic","Greater-Abyssinia",NA,NA,0.019579820334911,1,1,32700,1677.237982,0,TRUE,NA,"Language name different in Ethnologue? --> ""Ale"""
"gwi","Gwich'in","Eyak-Athabaskan","Alaska-Oregon",1.36749184131622,9.35193824768066,0,NA,NA,800,8727.678139,0,FALSE,NA,""
"gww","Kwini","Australian","N-Australia",NA,NA,0,0.5,8,50,157.0680561,0,FALSE,NA,"population of 1"
"gya","Northwest Gbaya","Niger-Congo","African-Savannah",1.61785328388214,8.27480602264404,0,0.53125,8,274500,63583.40556,0,FALSE,NA,""
"gyb","Garus","Trans-New-Guinea","N-Coast-New-Guinea",NA,NA,0,0.666666686534882,3,2650,137.4397892,0,FALSE,"mlp",""
"gyd","Kayardild","Australian","N-Australia",NA,NA,0,0.546611726284027,26,150,148.5153365,0,FALSE,NA,"nearly extinct"
"gym","Ngäbere","Chibchan","Mesoamerica",1.26213157176971,8.57056903839111,0,0.635416686534882,8,133090,10117.81544,0,FALSE,NA,""
"gyr","Guarayu","Tupian","",1.5036780834198,8.95644283294678,0,NA,NA,5930,18640.88517,0,FALSE,NA,""
"had","Hatam","Language-isolate","N-Coast-New-Guinea",NA,NA,0,0.415714293718338,15,16000,1096.503229,0,FALSE,NA,""
"hae","Eastern Oromo","Afro-Asiatic","S-Africa",1.61067152023315,10.2154130935669,0,0.48659610748291,27,4530000,36999.10685,0,FALSE,"amh:gdl:guk:myf",""
"hag","Hanga","Niger-Congo","",1.41954052448273,7.38821268081665,0,NA,NA,6800,236.170298,0,FALSE,NA,""
"hak","Hakka Chinese","Sino-Tibetan","Southeast-Asia",1.52036488056183,8.87957954406738,2.09093250305159e-05,1,1,28070000,162903.7283,1,TRUE,"shx",""
"har","Harari","Afro-Asiatic","Greater-Abyssinia",NA,NA,0.231456652283668,1,1,21300,5.299330492,0,TRUE,NA,""
"hat","Haitian Creole French","Creole","Mesoamerica",1.60736954212189,7.82295083999634,NA,NA,NA,7489840,27060.73759,1,FALSE,NA,""
"hau","Hausa","Afro-Asiatic","African-Savannah",1.6184937953949,8.56601142883301,0.416007995605469,0.321896255016327,28,24060500,359262.5028,1,TRUE,"kad:nfd:idc:ala:awo:ayu:bcy:bde:bcn:jjr:bta:yun:bom:bil:bqc:bus:mae:bqp:cky:cfd:awc:asg:dri:dbd:dam:kna:dbm:jen:acp:igb:ego:afo:ich:fli:pym:gqa:grh:gji:geg:kks:ank:gde:gwb:bga:gwn:gye:ybj:juh:hwo:cbo:jaf:jib:ldl:kdx:cdr:ckl:kmy:pbn:kow:ksm:kub:tye:jku:lla:lnu:lop:zns:bau:moi:mbu:mkf:ndr:ngw:kdp:nns:nin:nbr:hbb:yes:muo:png:pip:piy:cla:ccg:sqa:sho:gua:bcv:bze:syk:tan:tdo:ttr:nza:kdl:tsw:cbq:tvd:dza:kcg:gel:mfi:wji:ynq:ybl:zaz:zua",""
"haw","Hawaiian","Austronesian","Oceania",1.37274098396301,6.97391700744629,NA,0.205555558204651,18,1000,16691.71357,1,FALSE,NA,""
"hax","Southern Haida","Haida","Alaska-Oregon",NA,NA,0,0.543452382087708,22,10,19.69786636,0,TRUE,NA,"population of 7, 6 semi-speakers, 0 L2 speakers"
"hay","Haya","Niger-Congo","S-Africa",1.74415528774261,11.2049150466919,0,0.899999976158142,5,1300000,7623.823909,0,FALSE,"now",""
"hch","Huichol","Uto-Aztecan","Mesoamerica",1.48217391967773,10.9715213775635,0,1,8,20000,9781.284024,0,FALSE,NA,""
"heb","Hebrew","Afro-Asiatic","Greater-Mesopotamia",1.99540817737579,11.0637645721436,NA,0.529144644737244,27,4850000,11533.54207,1,FALSE,NA,"""Some who use it as L1 now in Israel learned it as L2 originally"" - huh?"
"heg","Helong","Austronesian","",1.40468955039978,8.41309261322022,0,NA,NA,14000,221.6511564,0,FALSE,NA,""
"heh","Hehe","Niger-Congo","S-Africa",1.69642126560211,10.6567668914795,0,1,2,805000,27454.9459,0,FALSE,NA,""
"hei","Heiltsuk","Wakashan","Alaska-Oregon",NA,NA,0,1,1,300,163.8896331,0,FALSE,NA,"population of 66, 50 semi-speakers"
"hem","Hemba","Niger-Congo","S-Africa",NA,NA,0,1,1,181000,62533.87374,0,FALSE,NA,""
"her","Herero","Niger-Congo","S-Africa",NA,NA,0,0.5,2,237000,165253.9635,0,FALSE,NA,""
"hia","Lamang","Afro-Asiatic","African-Savannah",NA,NA,0,0.466666668653488,10,40000,495.7428996,0,FALSE,NA,""
"hid","Hidatsa","Siouan-Catawban","Basin-and-Plains",NA,NA,0,0.800000011920929,5,100,520.0507079,0,FALSE,NA,"population of 200, 25-50 semifluent speakers; ""no children are L1 speakers, but a few have passive knowledge"" --> L2 speakers?"
"hig","Kamwe","Afro-Asiatic","",1.38561761379242,7.99987840652466,0,NA,NA,300000,621.7867936,0,FALSE,"syk",""
"hil","Hiligaynon","Austronesian","Oceania",1.39373373985291,7.87484121322632,NA,0.333333343267441,3,5770000,14662.24905,1,FALSE,"atk:clu:syb:mta:akl:loc:cgc:krj:klg:tbl",""
"hin","Hindi","Indo-European","Indic",1.78161180019379,8.92405796051025,0.317888826131821,0.530761897563934,25,180122200,345790.8285,1,TRUE,NA,""
"hix","Hixkaryána","Cariban","NE-South-America",NA,NA,0,0.489021152257919,27,600,2198.939581,0,FALSE,NA,""
"hke","Hunde","Niger-Congo","S-Africa",NA,NA,0,0.800000011920929,10,200000,3229.00133,0,FALSE,NA,""
"hla","Halia","Austronesian","Oceania",1.3555680513382,7.92271089553833,0,0.472222208976746,9,20000,166.7209459,0,FALSE,NA,""
"hmr","Hmar","Sino-Tibetan","Southeast-Asia",NA,NA,0,0.380952388048172,7,50000,2201.271825,0,FALSE,"sch",""
"hmt","Hamtai","Trans-New-Guinea","Interior-New-Guinea",NA,NA,0,0.794444441795349,15,45000,5928.444013,0,FALSE,NA,""
"hna","Mina","Afro-Asiatic","African-Savannah",NA,NA,0,0.25,4,11000,436.7669144,0,FALSE,"xmd",""
"hne","Chhattisgarhi","Indo-European","",1.78506124019623,8.68045997619629,0,NA,NA,15000000,57368.12002,0,FALSE,"bhu:emu:fmu",""
